REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,New York,2014,27,X,0.96,X,X,X,X,X,X,90,128,9375
States,Texas,2014,27,X,1.9334,X,X,X,X,X,X,544,92,28137
States,New York City,2014,27,X,1.40725,X,X,X,X,X,X,1274,59,90531
States,California,2014,28,X,1.49365,X,X,X,X,X,X,402,89,26914
States,District of Columbia,2014,28,X,6.8328,X,X,X,X,X,X,85,1,1244
States,Florida,2014,28,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,28,X,0.662061,X,X,X,X,X,X,69,129,10422
States,Texas,2014,28,X,1.90947,X,X,X,X,X,X,634,94,33203
States,New York City,2014,28,X,1.23012,X,X,X,X,X,X,1185,60,96332
States,California,2014,29,X,1.48858,X,X,X,X,X,X,382,83,25662
States,District of Columbia,2014,29,X,4.14747,X,X,X,X,X,X,36,1,868
States,Florida,2014,29,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,29,X,0.7849,X,X,X,X,X,X,84,129,10702
States,Texas,2014,29,X,1.76986,X,X,X,X,X,X,564,93,31867
States,New York City,2014,29,X,1.11591,X,X,X,X,X,X,1047,58,93825
States,California,2014,30,X,1.26523,X,X,X,X,X,X,325,85,25687
States,District of Columbia,2014,30,X,3.85233,X,X,X,X,X,X,48,1,1246
States,Florida,2014,30,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,30,X,0.633318,X,X,X,X,X,X,69,129,10895
States,Texas,2014,30,X,1.57256,X,X,X,X,X,X,496,89,31541
States,New York City,2014,30,X,1.04352,X,X,X,X,X,X,981,58,94009
States,California,2014,31,X,1.27847,X,X,X,X,X,X,339,87,26516
States,District of Columbia,2014,31,X,3.63077,X,X,X,X,X,X,59,1,1625
States,Florida,2014,31,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,31,X,0.790175,X,X,X,X,X,X,83,128,10504
States,Texas,2014,31,X,1.68632,X,X,X,X,X,X,532,89,31548
States,New York City,2014,31,X,1.09667,X,X,X,X,X,X,1022,58,93191
States,California,2014,32,X,1.05709,X,X,X,X,X,X,267,85,25258
States,District of Columbia,2014,32,X,4.67405,X,X,X,X,X,X,38,1,813
States,Florida,2014,32,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,32,X,0.585309,X,X,X,X,X,X,60,125,10251
States,Texas,2014,32,X,1.37986,X,X,X,X,X,X,452,91,32757
States,New York City,2014,32,X,1.07978,X,X,X,X,X,X,1013,59,93815
States,California,2014,33,X,1.05714,X,X,X,X,X,X,242,74,22892
States,District of Columbia,2014,33,X,4.08035,X,X,X,X,X,X,65,1,1593
States,Florida,2014,33,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,33,X,0.552118,X,X,X,X,X,X,58,123,10505
States,Texas,2014,33,X,1.41906,X,X,X,X,X,X,469,91,33050
States,New York City,2014,33,X,1.06601,X,X,X,X,X,X,992,60,93057
States,California,2014,34,X,1.20447,X,X,X,X,X,X,291,72,24160
States,District of Columbia,2014,34,X,4.91071,X,X,X,X,X,X,44,1,896
States,Florida,2014,34,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,34,X,0.449357,X,X,X,X,X,X,50,123,11127
States,Texas,2014,34,X,1.52139,X,X,X,X,X,X,536,91,35231
States,New York City,2014,34,X,1.0006,X,X,X,X,X,X,930,63,92944
States,California,2014,35,X,1.31574,X,X,X,X,X,X,357,76,27133
States,District of Columbia,2014,35,X,5.2103,X,X,X,X,X,X,83,1,1593
States,Florida,2014,35,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,35,X,0.530206,X,X,X,X,X,X,66,124,12448
States,Texas,2014,35,X,1.5349,X,X,X,X,X,X,551,91,35898
States,New York City,2014,35,X,0.916645,X,X,X,X,X,X,845,61,92184
States,California,2014,36,X,1.58283,X,X,X,X,X,X,348,70,21986
States,District of Columbia,2014,36,X,5.62771,X,X,X,X,X,X,65,1,1155
States,Florida,2014,36,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,36,X,0.337711,X,X,X,X,X,X,36,124,10660
States,Texas,2014,36,X,1.9311,X,X,X,X,X,X,583,89,30190
States,New York City,2014,36,X,0.941927,X,X,X,X,X,X,889,63,94381
States,California,2014,37,X,1.87174,X,X,X,X,X,X,481,67,25698
States,District of Columbia,2014,37,X,6.77349,X,X,X,X,X,X,93,1,1373
States,Florida,2014,37,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,37,X,0.645665,X,X,X,X,X,X,91,125,14094
States,Texas,2014,37,X,2.21526,X,X,X,X,X,X,792,89,35752
States,New York City,2014,37,X,1.10362,X,X,X,X,X,X,1061,63,96138
States,California,2014,38,X,1.86948,X,X,X,X,X,X,487,68,26050
States,District of Columbia,2014,38,X,8.36785,X,X,X,X,X,X,101,1,1207
States,Florida,2014,38,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,38,X,0.835488,X,X,X,X,X,X,126,127,15081
States,Texas,2014,38,X,2.25158,X,X,X,X,X,X,784,88,34820
States,New York City,2014,38,X,1.61514,X,X,X,X,X,X,1652,62,102282
States,California,2014,39,X,1.78656,X,X,X,X,X,X,453,66,25356
States,District of Columbia,2014,39,X,8.56793,X,X,X,X,X,X,140,1,1634
States,Florida,2014,39,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,39,X,0.796167,X,X,X,X,X,X,108,125,13565
States,Texas,2014,39,X,2.33845,X,X,X,X,X,X,828,83,35408
States,New York City,2014,39,X,1.60663,X,X,X,X,X,X,1619,62,100770
States,California,2014,40,X,1.9089,X,X,X,X,X,X,831,129,43533
States,District of Columbia,2014,40,X,5.85054,X,X,X,X,X,X,119,2,2034
States,Florida,2014,40,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,40,X,0.693823,X,X,X,X,X,X,124,153,17872
States,Texas,2014,40,X,1.61545,X,X,X,X,X,X,623,95,38565
States,New York City,2014,40,X,1.54549,X,X,X,X,X,X,1613,94,104368
States,California,2014,41,X,2.01872,X,X,X,X,X,X,936,136,46366
States,District of Columbia,2014,41,X,5.46912,X,X,X,X,X,X,116,2,2121
States,Florida,2014,41,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,41,X,0.609081,X,X,X,X,X,X,110,155,18060
States,Texas,2014,41,X,1.73191,X,X,X,X,X,X,672,94,38801
States,New York City,2014,41,X,1.61982,X,X,X,X,X,X,1621,80,100073
States,California,2014,42,X,1.88158,X,X,X,X,X,X,886,139,47088
States,District of Columbia,2014,42,X,5.03445,X,X,X,X,X,X,95,2,1887
States,Florida,2014,42,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,42,X,0.76846,X,X,X,X,X,X,138,157,17958
States,Texas,2014,42,X,1.97601,X,X,X,X,X,X,761,95,38512
States,New York City,2014,42,X,1.73901,X,X,X,X,X,X,1742,94,100172
States,California,2014,43,X,1.84197,X,X,X,X,X,X,873,147,47395
States,District of Columbia,2014,43,X,5.6615,X,X,X,X,X,X,95,2,1678
States,Florida,2014,43,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,43,X,0.872553,X,X,X,X,X,X,160,159,18337
States,Texas,2014,43,X,2.1727,X,X,X,X,X,X,860,98,39582
States,New York City,2014,43,X,1.72474,X,X,X,X,X,X,1727,93,100131
States,California,2014,44,X,1.88603,X,X,X,X,X,X,844,154,44750
States,District of Columbia,2014,44,X,6.35436,X,X,X,X,X,X,137,2,2156
States,Florida,2014,44,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,44,X,0.95177,X,X,X,X,X,X,178,161,18702
States,Texas,2014,44,X,2.26836,X,X,X,X,X,X,861,96,37957
States,New York City,2014,44,X,1.79443,X,X,X,X,X,X,1798,95,100199
States,California,2014,45,X,2.22964,X,X,X,X,X,X,1048,157,47003
States,District of Columbia,2014,45,X,7.22467,X,X,X,X,X,X,164,2,2270
States,Florida,2014,45,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,45,X,1.10596,X,X,X,X,X,X,210,161,18988
States,Texas,2014,45,X,2.31548,X,X,X,X,X,X,885,99,38221
States,New York City,2014,45,X,1.87235,X,X,X,X,X,X,1884,95,100622
States,California,2014,46,X,2.21797,X,X,X,X,X,X,858,141,38684
States,District of Columbia,2014,46,X,5.93824,X,X,X,X,X,X,150,2,2526
States,Florida,2014,46,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,46,X,1.11014,X,X,X,X,X,X,191,160,17205
States,Texas,2014,46,X,2.2432,X,X,X,X,X,X,765,75,34103
States,New York City,2014,46,X,1.77205,X,X,X,X,X,X,1695,61,95652
States,California,2014,47,X,2.48984,X,X,X,X,X,X,1176,160,47232
States,District of Columbia,2014,47,X,7.19027,X,X,X,X,X,X,130,2,1808
States,Florida,2014,47,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,47,X,1.38222,X,X,X,X,X,X,259,163,18738
States,Texas,2014,47,X,4.10392,X,X,X,X,X,X,1556,99,37915
States,New York City,2014,47,X,1.88456,X,X,X,X,X,X,1753,94,93019
States,California,2014,48,X,2.72718,X,X,X,X,X,X,840,159,30801
States,District of Columbia,2014,48,X,9.61123,X,X,X,X,X,X,89,2,926
States,Florida,2014,48,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,48,X,1.84683,X,X,X,X,X,X,218,163,11804
States,Texas,2014,48,X,4.66631,X,X,X,X,X,X,1390,100,29788
States,New York City,2014,48,X,2.09412,X,X,X,X,X,X,1849,96,88295
States,California,2014,49,X,2.40936,X,X,X,X,X,X,1129,165,46859
States,District of Columbia,2014,49,X,11.7008,X,X,X,X,X,X,183,2,1564
States,Florida,2014,49,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,49,X,1.41337,X,X,X,X,X,X,259,163,18325
States,Texas,2014,49,X,4.91288,X,X,X,X,X,X,2030,101,41320
States,New York City,2014,49,X,2.24143,X,X,X,X,X,X,2324,96,103684
States,California,2014,50,X,2.57737,X,X,X,X,X,X,1151,159,44658
States,District of Columbia,2014,50,X,9.75309,X,X,X,X,X,X,158,2,1620
States,Florida,2014,50,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,50,X,1.64571,X,X,X,X,X,X,267,153,16224
States,Texas,2014,50,X,8.96964,X,X,X,X,X,X,2414,101,26913
States,New York City,2014,50,X,2.39186,X,X,X,X,X,X,2385,89,99713
States,California,2014,51,X,2.90369,X,X,X,X,X,X,1171,152,40328
States,District of Columbia,2014,51,X,12.9854,X,X,X,X,X,X,204,2,1571
States,Florida,2014,51,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,51,X,2.65033,X,X,X,X,X,X,398,149,15017
States,Texas,2014,51,X,12.9375,X,X,X,X,X,X,2595,83,20058
States,New York City,2014,51,X,2.57445,X,X,X,X,X,X,2673,93,103828
States,California,2014,52,X,4.47729,X,X,X,X,X,X,1048,151,23407
States,District of Columbia,2014,52,X,13.6364,X,X,X,X,X,X,108,2,792
States,Florida,2014,52,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,52,X,6.18794,X,X,X,X,X,X,592,150,9567
States,Texas,2014,52,X,7.69326,X,X,X,X,X,X,1242,73,16144
States,New York City,2014,52,X,3.29122,X,X,X,X,X,X,3079,91,93552
States,California,2014,53,X,4.77128,X,X,X,X,X,X,1284,152,26911
States,District of Columbia,2014,53,X,14.8148,X,X,X,X,X,X,68,2,459
States,Florida,2014,53,X,X,X,X,X,X,X,X,X,X,X
States,New York,2014,53,X,4.54991,X,X,X,X,X,X,418,147,9187
States,Texas,2014,53,X,11.3225,X,X,X,X,X,X,1684,80,14873
States,New York City,2014,53,X,3.4571,X,X,X,X,X,X,3269,66,94559
States,California,2015,1,X,3.99683,X,X,X,X,X,X,1865,157,46662
States,District of Columbia,2015,1,X,12.6485,X,X,X,X,X,X,181,2,1431
States,Florida,2015,1,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,1,X,4.20694,X,X,X,X,X,X,370,84,8795
States,Texas,2015,1,X,9.06724,X,X,X,X,X,X,1776,84,19587
States,New York City,2015,1,X,2.97957,X,X,X,X,X,X,3029,93,101659
States,California,2015,2,X,4.33141,X,X,X,X,X,X,2065,152,47675
States,District of Columbia,2015,2,X,10.8407,X,X,X,X,X,X,196,2,1808
States,Florida,2015,2,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,2,X,5.391,X,X,X,X,X,X,526,86,9757
States,Texas,2015,2,X,9.74748,X,X,X,X,X,X,2675,97,27443
States,New York City,2015,2,X,3.23343,X,X,X,X,X,X,3364,92,104038
States,California,2015,3,X,4.88005,X,X,X,X,X,X,2140,152,43852
States,District of Columbia,2015,3,X,6.64606,X,X,X,X,X,X,86,2,1294
States,Florida,2015,3,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,3,X,5.58831,X,X,X,X,X,X,635,82,11363
States,Texas,2015,3,X,7.17791,X,X,X,X,X,X,2984,99,41572
States,New York City,2015,3,X,3.53847,X,X,X,X,X,X,3861,94,109115
States,California,2015,4,X,5.01063,X,X,X,X,X,X,2452,155,48936
States,District of Columbia,2015,4,X,8.43223,X,X,X,X,X,X,135,2,1601
States,Florida,2015,4,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,4,X,6.32707,X,X,X,X,X,X,744,85,11759
States,Texas,2015,4,X,6.20728,X,X,X,X,X,X,2652,103,42724
States,New York City,2015,4,X,3.17927,X,X,X,X,X,X,2982,83,93795
States,California,2015,5,X,4.505,X,X,X,X,X,X,2192,144,48657
States,District of Columbia,2015,5,X,10.2489,X,X,X,X,X,X,140,2,1366
States,Florida,2015,5,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,5,X,6.69472,X,X,X,X,X,X,700,80,10456
States,Texas,2015,5,X,5.65253,X,X,X,X,X,X,2351,102,41592
States,New York City,2015,5,X,2.99822,X,X,X,X,X,X,2903,93,96824
States,California,2015,6,X,4.0094,X,X,X,X,X,X,1774,141,44246
States,District of Columbia,2015,6,X,6.7302,X,X,X,X,X,X,113,2,1679
States,Florida,2015,6,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,6,X,5.70743,X,X,X,X,X,X,666,82,11669
States,Texas,2015,6,X,5.05952,X,X,X,X,X,X,2104,102,41585
States,New York City,2015,6,X,2.65508,X,X,X,X,X,X,2587,86,97436
States,California,2015,7,X,3.44632,X,X,X,X,X,X,1396,147,40507
States,District of Columbia,2015,7,X,6.72269,X,X,X,X,X,X,64,2,952
States,Florida,2015,7,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,7,X,4.02477,X,X,X,X,X,X,403,79,10013
States,Texas,2015,7,X,4.73512,X,X,X,X,X,X,1953,101,41245
States,New York City,2015,7,X,2.14247,X,X,X,X,X,X,1899,80,88636
States,California,2015,8,X,3.17311,X,X,X,X,X,X,1488,149,46894
States,District of Columbia,2015,8,X,5.82294,X,X,X,X,X,X,98,2,1683
States,Florida,2015,8,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,8,X,2.72662,X,X,X,X,X,X,305,82,11186
States,Texas,2015,8,X,4.00071,X,X,X,X,X,X,1580,104,39493
States,New York City,2015,8,X,1.85326,X,X,X,X,X,X,1849,95,99770
States,California,2015,9,X,3.07302,X,X,X,X,X,X,1369,148,44549
States,District of Columbia,2015,9,X,5.53977,X,X,X,X,X,X,78,2,1408
States,Florida,2015,9,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,9,X,2.51903,X,X,X,X,X,X,278,83,11036
States,Texas,2015,9,X,4.28631,X,X,X,X,X,X,1751,104,40851
States,New York City,2015,9,X,1.62769,X,X,X,X,X,X,1545,88,94920
States,California,2015,10,X,3.17645,X,X,X,X,X,X,1472,142,46341
States,District of Columbia,2015,10,X,7.28424,X,X,X,X,X,X,92,2,1263
States,Florida,2015,10,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,10,X,1.8082,X,X,X,X,X,X,191,81,10563
States,Texas,2015,10,X,4.17538,X,X,X,X,X,X,1577,104,37769
States,New York City,2015,10,X,1.72961,X,X,X,X,X,X,1788,93,103376
States,California,2015,11,X,2.9528,X,X,X,X,X,X,1278,138,43281
States,District of Columbia,2015,11,X,5.33507,X,X,X,X,X,X,82,2,1537
States,Florida,2015,11,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,11,X,2.28283,X,X,X,X,X,X,226,77,9900
States,Texas,2015,11,X,3.60072,X,X,X,X,X,X,1374,106,38159
States,New York City,2015,11,X,1.75095,X,X,X,X,X,X,1697,93,96919
States,California,2015,12,X,2.65624,X,X,X,X,X,X,1097,137,41299
States,District of Columbia,2015,12,X,5.54156,X,X,X,X,X,X,88,2,1588
States,Florida,2015,12,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,12,X,2.15005,X,X,X,X,X,X,237,81,11023
States,Texas,2015,12,X,3.35832,X,X,X,X,X,X,1362,104,40556
States,New York City,2015,12,X,1.90063,X,X,X,X,X,X,1887,91,99283
States,California,2015,13,X,2.655,X,X,X,X,X,X,1050,138,39548
States,District of Columbia,2015,13,X,6.58328,X,X,X,X,X,X,100,2,1519
States,Florida,2015,13,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,13,X,2.7072,X,X,X,X,X,X,244,79,9013
States,Texas,2015,13,X,3.18727,X,X,X,X,X,X,1182,96,37085
States,New York City,2015,13,X,1.84952,X,X,X,X,X,X,1810,83,97863
States,California,2015,14,X,2.39851,X,X,X,X,X,X,950,139,39608
States,District of Columbia,2015,14,X,4.45092,X,X,X,X,X,X,107,2,2404
States,Florida,2015,14,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,14,X,2.46135,X,X,X,X,X,X,199,78,8085
States,Texas,2015,14,X,2.63374,X,X,X,X,X,X,1024,95,38880
States,New York City,2015,14,X,1.67838,X,X,X,X,X,X,1631,89,97177
States,California,2015,15,X,2.11801,X,X,X,X,X,X,906,139,42776
States,District of Columbia,2015,15,X,4.66667,X,X,X,X,X,X,70,2,1500
States,Florida,2015,15,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,15,X,1.91507,X,X,X,X,X,X,184,77,9608
States,Texas,2015,15,X,2.74126,X,X,X,X,X,X,1051,95,38340
States,New York City,2015,15,X,1.41306,X,X,X,X,X,X,1438,87,101765
States,California,2015,16,X,2.13528,X,X,X,X,X,X,858,125,40182
States,District of Columbia,2015,16,X,4.90358,X,X,X,X,X,X,89,2,1815
States,Florida,2015,16,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,16,X,1.4716,X,X,X,X,X,X,150,75,10193
States,Texas,2015,16,X,1.67388,X,X,X,X,X,X,654,97,39071
States,New York City,2015,16,X,1.47683,X,X,X,X,X,X,1454,83,98454
States,California,2015,17,X,2.14816,X,X,X,X,X,X,912,129,42455
States,District of Columbia,2015,17,X,5.77689,X,X,X,X,X,X,87,2,1506
States,Florida,2015,17,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,17,X,1.58698,X,X,X,X,X,X,155,74,9767
States,Texas,2015,17,X,2.65661,X,X,X,X,X,X,1000,94,37642
States,New York City,2015,17,X,1.47229,X,X,X,X,X,X,1466,84,99573
States,California,2015,18,X,2.22859,X,X,X,X,X,X,910,125,40833
States,District of Columbia,2015,18,X,5.03401,X,X,X,X,X,X,74,2,1470
States,Florida,2015,18,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,18,X,1.8077,X,X,X,X,X,X,185,73,10234
States,Texas,2015,18,X,2.39644,X,X,X,X,X,X,895,94,37347
States,New York City,2015,18,X,1.58144,X,X,X,X,X,X,1697,85,107307
States,California,2015,19,X,2.26505,X,X,X,X,X,X,905,125,39955
States,District of Columbia,2015,19,X,5.25909,X,X,X,X,X,X,68,2,1293
States,Florida,2015,19,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,19,X,1.18835,X,X,X,X,X,X,113,71,9509
States,Texas,2015,19,X,2.3067,X,X,X,X,X,X,821,95,35592
States,New York City,2015,19,X,1.50672,X,X,X,X,X,X,1586,84,105262
States,California,2015,20,X,2.10943,X,X,X,X,X,X,768,123,36408
States,District of Columbia,2015,20,X,6.64305,X,X,X,X,X,X,75,2,1129
States,Florida,2015,20,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,20,X,1.3621,X,X,X,X,X,X,101,66,7415
States,Texas,2015,20,X,2.3767,X,X,X,X,X,X,838,94,35259
States,New York City,2015,20,X,1.60494,X,X,X,X,X,X,1616,85,100689
States,California,2015,21,X,2.07654,X,X,X,X,X,X,643,120,30965
States,District of Columbia,2015,21,X,7.95148,X,X,X,X,X,X,59,1,742
States,Florida,2015,21,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,21,X,1.64894,X,X,X,X,X,X,93,64,5640
States,Texas,2015,21,X,2.15255,X,X,X,X,X,X,620,84,28803
States,New York City,2015,21,X,1.55348,X,X,X,X,X,X,1483,73,95463
States,California,2015,22,X,2.17739,X,X,X,X,X,X,680,98,31230
States,District of Columbia,2015,22,X,8.86076,X,X,X,X,X,X,35,1,395
States,Florida,2015,22,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,22,X,1.80865,X,X,X,X,X,X,107,62,5916
States,Texas,2015,22,X,2.59259,X,X,X,X,X,X,490,80,18900
States,New York City,2015,22,X,1.3896,X,X,X,X,X,X,1330,83,95711
States,California,2015,23,X,1.96065,X,X,X,X,X,X,576,100,29378
States,District of Columbia,2015,23,X,7.70053,X,X,X,X,X,X,72,1,935
States,Florida,2015,23,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,23,X,1.2451,X,X,X,X,X,X,73,60,5863
States,Texas,2015,23,X,1.7597,X,X,X,X,X,X,546,81,31028
States,New York City,2015,23,X,1.43984,X,X,X,X,X,X,1460,83,101400
States,California,2015,24,X,1.86878,X,X,X,X,X,X,507,99,27130
States,District of Columbia,2015,24,X,6.80174,X,X,X,X,X,X,47,1,691
States,Florida,2015,24,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,24,X,0.441726,X,X,X,X,X,X,26,60,5886
States,Texas,2015,24,X,1.75866,X,X,X,X,X,X,513,82,29170
States,New York City,2015,24,X,1.19085,X,X,X,X,X,X,1187,80,99677
States,California,2015,25,X,1.65902,X,X,X,X,X,X,459,97,27667
States,District of Columbia,2015,25,X,7.2093,X,X,X,X,X,X,62,1,860
States,Florida,2015,25,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,25,X,0.823114,X,X,X,X,X,X,49,61,5953
States,Texas,2015,25,X,1.47285,X,X,X,X,X,X,450,84,30553
States,New York City,2015,25,X,1.35141,X,X,X,X,X,X,1305,82,96566
States,California,2015,26,X,1.64078,X,X,X,X,X,X,393,97,23952
States,District of Columbia,2015,26,X,7.3913,X,X,X,X,X,X,51,1,690
States,Florida,2015,26,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,26,X,1.23305,X,X,X,X,X,X,60,60,4866
States,Texas,2015,26,X,1.58033,X,X,X,X,X,X,414,83,26197
States,New York City,2015,26,X,1.26974,X,X,X,X,X,X,1146,80,90255
States,California,2015,27,X,1.4891,X,X,X,X,X,X,420,96,28205
States,District of Columbia,2015,27,X,5.58539,X,X,X,X,X,X,52,1,931
States,Florida,2015,27,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,27,X,1.31579,X,X,X,X,X,X,71,60,5396
States,Texas,2015,27,X,1.26985,X,X,X,X,X,X,383,85,30161
States,New York City,2015,27,X,1.02627,X,X,X,X,X,X,1000,80,97440
States,California,2015,28,X,1.27019,X,X,X,X,X,X,339,94,26689
States,District of Columbia,2015,28,X,5.64617,X,X,X,X,X,X,45,1,797
States,Florida,2015,28,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,28,X,1.17908,X,X,X,X,X,X,69,60,5852
States,Texas,2015,28,X,1.29911,X,X,X,X,X,X,371,80,28558
States,New York City,2015,28,X,1.00334,X,X,X,X,X,X,963,80,95979
States,California,2015,29,X,1.07618,X,X,X,X,X,X,293,96,27226
States,District of Columbia,2015,29,X,5.39906,X,X,X,X,X,X,46,1,852
States,Florida,2015,29,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,29,X,0.900576,X,X,X,X,X,X,50,58,5552
States,Texas,2015,29,X,1.28852,X,X,X,X,X,X,388,84,30112
States,New York City,2015,29,X,0.983771,X,X,X,X,X,X,942,83,95754
States,California,2015,30,X,1.07527,X,X,X,X,X,X,282,90,26226
States,District of Columbia,2015,30,X,6.2422,X,X,X,X,X,X,50,1,801
States,Florida,2015,30,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,30,X,1.36986,X,X,X,X,X,X,71,60,5183
States,Texas,2015,30,X,1.0823,X,X,X,X,X,X,265,66,24485
States,New York City,2015,30,X,1.10546,X,X,X,X,X,X,1069,83,96702
States,California,2015,31,X,1.06028,X,X,X,X,X,X,283,93,26691
States,District of Columbia,2015,31,0,0,X,X,X,X,X,X,0,0,0
States,Florida,2015,31,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,31,X,1.50362,X,X,X,X,X,X,81,60,5387
States,Texas,2015,31,X,1.12071,X,X,X,X,X,X,353,83,31498
States,New York City,2015,31,X,1.16756,X,X,X,X,X,X,1148,82,98325
States,California,2015,32,X,1.22321,X,X,X,X,X,X,351,103,28695
States,District of Columbia,2015,32,0,0,X,X,X,X,X,X,0,0,0
States,Florida,2015,32,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,32,X,1.48782,X,X,X,X,X,X,80,58,5377
States,Texas,2015,32,X,1.14597,X,X,X,X,X,X,355,80,30978
States,New York City,2015,32,X,1.0448,X,X,X,X,X,X,1015,79,97148
States,California,2015,33,X,1.15595,X,X,X,X,X,X,350,98,30278
States,District of Columbia,2015,33,0,0,X,X,X,X,X,X,0,0,0
States,Florida,2015,33,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,33,X,0.839793,X,X,X,X,X,X,52,57,6192
States,Texas,2015,33,X,1.58142,X,X,X,X,X,X,542,83,34273
States,New York City,2015,33,X,1.01007,X,X,X,X,X,X,982,79,97221
States,California,2015,34,X,1.30353,X,X,X,X,X,X,431,99,33064
States,District of Columbia,2015,34,0,0,X,X,X,X,X,X,0,0,0
States,Florida,2015,34,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,34,X,1.27684,X,X,X,X,X,X,88,56,6892
States,Texas,2015,34,X,1.1363,X,X,X,X,X,X,402,83,35378
States,New York City,2015,34,X,0.946831,X,X,X,X,X,X,918,79,96955
States,California,2015,35,X,1.26281,X,X,X,X,X,X,419,97,33180
States,District of Columbia,2015,35,0,0,X,X,X,X,X,X,0,0,0
States,Florida,2015,35,X,X,X,X,X,X,X,X,X,X,X
States,New York,2015,35,X,0.708316,X,X,X,X,X,X,50,55,7059
States,Texas,2015,35,X,1.52525,X,X,X,X,X,X,531,84,34814
States,New York City,2015,35,X,0.941907,X,X,X,X,X,X,925,79,98205
States,California,2015,36,X,0.909243,X,X,X,X,X,X,218,95,23976
States,District of Columbia,2015,36,0,0,X,X,X,X,X,X,0,0,0
